,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
879204,A-3602502,3,2020-03-26 09:13:27,2020-03-26 09:41:06,32.91235,-96.73667,32.91633,-96.74252,0.437,At Abrams Rd/Exit 17 - Accident.,0.0,I-635 W,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-26 08:47:00,70.0,70.0,78.0,29.16,10.0,S,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1003087,A-3726414,4,2020-02-14 06:58:41,2020-02-14 07:27:52,32.81372,-96.79028,32.82693,-96.78348,0.994,Closed at Knox St/Henderson Ave/Exit 2 - Road closed due to accident.,4104.0, N Central Expy,R,Dallas,Dallas,TX,75204-3101,US,US/Central,KDAL,2020-02-14 06:53:00,28.0,28.0,69.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
963700,A-3687027,2,2020-01-15 19:22:41,2020-01-15 19:52:11,29.57373,-98.33796,29.56286,-98.32904,0.923,At I-35 (Live Oak) - Accident.,0.0,TX-1604,R,San Antonio,Bexar,TX,78233,US,US/Central,KRND,2020-01-15 19:36:00,72.0,72.0,83.0,29.27,10.0,E,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
885763,A-3609063,2,2020-03-30 09:42:17,2020-03-30 10:17:15,32.75733,-97.26167,32.75733,-97.26167,0.0,At Meadowbrook Dr - Accident.,0.0,Oakland Blvd,R,Fort Worth,Tarrant,TX,76103,US,US/Central,KFWD,2020-03-30 09:53:00,60.0,60.0,80.0,29.33,10.0,E,10.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
886105,A-3609405,1,2020-03-30 16:13:50,2020-03-30 17:18:48,31.76888,-106.3189,31.76888,-106.3189,0.0,At George Dieter Dr - Accident.,11004.0, Montwood Dr,R,El Paso,El Paso,TX,79936-4109,US,US/Mountain,KELP,2020-03-30 16:40:00,70.0,70.0,12.0,26.12,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1004402,A-3727729,3,2020-02-15 18:35:49,2020-02-15 19:05:49,32.32578,-95.22851,32.32464,-95.22568,0.183,At TX-248-SPUR/University Blvd - Accident.,10966.0, State Highway 64 E,R,Tyler,Smith,TX,75707-3439,US,US/Central,KTYR,2020-02-15 18:53:00,58.0,58.0,67.0,29.51,10.0,SSE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
851451,A-3574738,3,2020-03-11 08:45:01,2020-03-11 09:14:12,32.84514,-96.87801,32.84303,-96.87713,0.154,At Harry Hines Blvd/Exit 435 - Accident. Two lanes blocked.,0.0,US-77 S,R,Dallas,Dallas,TX,75220,US,US/Central,KDAL,2020-03-11 08:53:00,69.0,69.0,81.0,29.52,7.0,SSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
963689,A-3687016,3,2020-01-15 09:30:12,2020-01-15 09:57:15,32.91978,-96.8523,32.91666,-96.85996,0.494,At Marsh Ln/Exit 24 - Accident. Two lanes blocked.,0.0,I-635 W,R,Dallas,Dallas,TX,75244,US,US/Central,KADS,2020-01-15 09:47:00,72.0,72.0,94.0,29.36,6.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863634,A-3586928,3,2020-03-19 07:22:43,2020-03-19 07:52:43,32.73424,-97.40907,32.73424,-97.40907,0.0,At US-377/Camp Bowie Blvd/Exit 9 - Accident. Two lanes blocked.,0.0,I-30 E,R,Fort Worth,Tarrant,TX,76107,US,US/Central,KAWN,2020-03-19 06:52:00,69.0,69.0,87.0,29.23,7.0,S,29.0,0.03,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
885887,A-3609187,3,2020-03-30 17:34:38,2020-03-30 18:34:38,32.84392,-96.63466,32.84392,-96.63466,0.0,At I-635/Lyndon B Johnson Fwy - Accident. Left lane blocked. Carpool lane blocked.,0.0,LBJ Fwy N,R,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2020-03-30 17:50:00,54.0,54.0,100.0,29.4,4.0,E,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
965108,A-3688435,4,2020-01-16 14:31:41,2020-01-16 15:00:15,32.92765,-98.37494,32.91958,-98.32065,3.198,Closed between State Highway 16 and Chaney Ln - Road closed due to accident.,0.0,TX-254,R,Graford,Palo Pinto,TX,76449,US,US/Central,KMWL,2020-01-16 14:32:00,42.0,37.0,96.0,29.27,1.0,N,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879328,A-3602626,2,2020-03-26 21:16:16,2020-03-26 21:46:16,30.14544,-97.67335,30.14544,-97.67335,0.0,At FM-812 (South) - Accident.,0.0,S FM 973,R,Austin,Travis,TX,78719,US,US/Central,KAUS,2020-03-26 20:53:00,78.0,78.0,74.0,29.18,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
884066,A-3607366,3,2020-03-29 06:34:12,2020-03-29 07:34:12,29.40045,-98.51154,29.40045,-98.51154,0.0,At US-90 - Accident. Right lane blocked.,0.0,Nogalitos St,R,San Antonio,Bexar,TX,78204,US,US/Central,KSSF,2020-03-29 06:53:00,51.0,51.0,80.0,29.42,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
885782,A-3609082,3,2020-03-30 12:23:37,2020-03-30 12:38:37,33.1391,-96.83724,33.1391,-96.83724,0.0,At Platinum Pky/Cotton Gin Rd - Accident. Right lane blocked.,0.0,Dallas North Tollway N,R,Frisco,Collin,TX,75034,US,US/Central,KADS,2020-03-30 12:47:00,63.0,63.0,55.0,29.33,10.0,E,21.0,0.0,Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1004398,A-3727725,3,2020-02-15 04:18:47,2020-02-15 04:47:22,32.74278,-97.06263,32.72888,-97.0626,0.96,At Abram St - Accident.,0.0,TX-360 S,R,Arlington,Tarrant,TX,76011,US,US/Central,KGPM,2020-02-15 04:15:00,42.0,38.0,67.0,29.62,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
875329,A-3598626,1,2020-03-24 13:31:46,2020-03-24 14:21:44,31.74143,-106.28898,31.74143,-106.28898,0.0,At Pellicano Dr - Accident.,1499.0, N Zaragoza Rd,R,El Paso,El Paso,TX,79936-7904,US,US/Mountain,KELP,2020-03-24 13:41:00,72.0,72.0,15.0,26.17,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
951873,A-3675200,3,2020-03-05 11:24:48,2020-03-05 11:54:43,32.98297,-96.93159,32.9805,-96.92923,0.219,At President George Bush Tpke/Exit 445 - Accident. Two lanes blocked.,0.0,I-35E S,R,Carrollton,Dallas,TX,75006,US,US/Central,KADS,2020-03-05 11:47:00,64.0,64.0,30.0,29.56,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863601,A-3586895,3,2020-03-19 01:18:17,2020-03-19 01:47:33,29.63766,-98.2159,29.64307,-98.20583,0.711,At Schwab Rd/Exit 180 - Accident.,0.0,I-35 N,R,New Braunfels,Comal,TX,78132,US,US/Central,KBAZ,2020-03-19 01:03:00,71.0,71.0,84.0,29.23,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
881484,A-3604783,2,2020-03-27 20:46:48,2020-03-27 21:16:48,30.41955,-97.70283,30.41955,-97.70283,0.0,At TX-1-LOOP/FM-1325/Mo-Pac - Accident.,2566.0, W Parmer Ln,L,Austin,Travis,TX,78727-4211,US,US/Central,KATT,2020-03-27 20:51:00,80.0,80.0,60.0,29.01,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
979856,A-3703183,4,2020-01-27 12:12:21,2020-01-27 12:41:38,29.92917,-95.0366,29.93947,-95.02753,0.895,Closed at Houston - Road closed due to accident.,5784.0, Highway 90,L,Crosby,Harris,TX,77532-8903,US,US/Central,KIAH,2020-01-27 11:53:00,60.0,60.0,75.0,29.94,7.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
950730,A-3674053,3,2020-03-04 15:56:20,2020-03-04 16:24:00,33.17137,-97.08714,33.15984,-97.0701,1.267,Between Mayhill Rd/Exit 462 and Post Oak Dr/Exit 461 - Accident. Roadway reduced to 1 lane.,0.0,I-35E S,R,Denton,Denton,TX,76210,US,US/Central,KDTO,2020-03-04 15:53:00,55.0,55.0,80.0,29.29,10.0,NNW,10.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
867174,A-3590470,1,2020-03-20 15:43:53,2020-03-20 16:48:51,31.75989,-106.27009,31.75989,-106.27009,0.0,At Montwood Dr - Accident.,1894.0, N Zaragoza Rd,L,El Paso,El Paso,TX,79936-7911,US,US/Mountain,KELP,2020-03-20 15:46:00,66.0,66.0,28.0,26.21,10.0,E,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863751,A-3587045,3,2020-03-19 15:40:05,2020-03-19 16:10:05,29.40389,-98.549,29.40389,-98.549,0.0,At Cupples Rd - Accident. Left lane blocked.,0.0,US-90 E,R,San Antonio,Bexar,TX,78237,US,US/Central,KSKF,2020-03-19 15:56:00,82.0,82.0,61.0,29.14,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
978957,A-3702284,3,2020-01-26 04:27:18,2020-01-26 04:55:46,30.21558,-97.73824,30.21485,-97.73314,0.309,At Montopolis Dr - Accident.,0.0,TX-71 E,R,Austin,Travis,TX,78741,US,US/Central,KAUS,2020-01-26 04:53:00,58.0,58.0,100.0,29.38,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
869625,A-3592922,3,2020-03-22 23:43:12,2020-03-23 00:13:12,29.57233,-98.61722,29.57233,-98.61722,0.0,At I-10/US-87/McDermott Fwy - Accident.,0.0,Hausman Rd W,R,San Antonio,Bexar,TX,78249,US,US/Central,KSAT,2020-03-22 23:51:00,63.0,63.0,97.0,29.22,3.0,WNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
998779,A-3722106,2,2020-02-11 12:20:22,2020-02-11 12:49:14,32.67951,-96.82267,32.69401,-96.8231,1.002,At TX-12-LOOP/Exit 421 - Accident.,0.0,US-77 N,R,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2020-02-11 11:53:00,44.0,38.0,82.0,29.45,7.0,N,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
875338,A-3598635,1,2020-03-24 19:36:44,2020-03-24 20:41:42,31.67465,-106.33601,31.67465,-106.33601,0.0,At TX-375-LOOP/Americas Ave/Border Hwy - Accident.,0.0,S Zaragoza Rd,R,El Paso,El Paso,TX,79907,US,US/Mountain,KELP,2020-03-24 19:41:00,68.0,68.0,18.0,26.1,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
955346,A-3678673,3,2020-01-09 07:32:26,2020-01-09 08:01:07,32.80033,-96.62612,32.8133,-96.62799,0.903,At Town East Blvd/Exit 7 - Accident. Two lanes blocked.,0.0,LBJ Fwy N,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-01-09 07:50:00,57.0,57.0,94.0,29.54,7.0,SSE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
987991,A-3711318,3,2020-02-03 18:41:35,2020-02-03 19:10:55,32.67801,-97.10403,32.67853,-97.11576,0.683,At Matlock Rd/Exit 450 - Accident.,0.0,I-20 W,R,Arlington,Tarrant,TX,76018,US,US/Central,KGKY,2020-02-03 18:53:00,67.0,67.0,79.0,29.07,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
866763,A-3590058,3,2020-03-20 17:17:32,2020-03-20 18:02:32,29.68066,-95.38746,29.68066,-95.38746,0.0,At TX-288/Exit 38 - Accident.,0.0,I-610 W,R,Houston,Harris,TX,77054,US,US/Central,KMCJ,2020-03-20 17:15:00,69.0,69.0,87.0,30.13,10.0,N,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
981058,A-3704385,2,2020-01-28 06:56:37,2020-01-28 07:25:44,29.72583,-95.37557,29.71894,-95.37826,0.503,At Southmore St - Accident.,0.0,S Freeway S,R,Houston,Harris,TX,77004,US,US/Central,KMCJ,2020-01-28 06:53:00,59.0,59.0,81.0,29.91,8.0,NE,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
975846,A-3699173,4,2020-01-24 05:23:13,2020-01-24 05:52:26,29.86262,-98.40762,29.86287,-98.40767,0.018,Closed at Rolling Crk - Road closed due to accident.,8570.0, US Highway 281 N,R,Spring Branch,Comal,TX,78070,US,US/Central,K5C1,2020-01-24 05:15:00,34.0,34.0,100.0,28.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
861046,A-3584340,4,2020-03-18 07:32:32,2020-03-18 12:31:29,30.52126,-97.68888,30.57394,-97.69267,3.647,Closed between US-79/Sam Bass Rd and Westinghouse Rd/Exit 257 - Road closed due to accident.,0.0,I-35 N,R,Round Rock,Williamson,TX,78664,US,US/Central,KEDC,2020-03-18 07:35:00,70.0,70.0,94.0,29.33,7.0,SSW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1009105,A-3732432,2,2020-02-19 15:37:36,2020-02-19 16:07:22,32.8739,-96.89827,32.87303,-96.89844,0.061,At Manana Rd/Exit 437 - Accident. Lane blocked.,2399.0, Manana Dr,L,Dallas,Dallas,TX,75220-1201,US,US/Central,KDAL,2020-02-19 15:37:00,47.0,45.0,83.0,29.71,5.0,ESE,5.0,0.1,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1013421,A-3736752,4,2020-02-23 06:57:45,2020-02-23 07:27:17,29.48937,-98.40215,29.48043,-98.40399,0.628,Closed at Rittiman Rd/Exit 164 - Road closed due to accident.,0.0,I-410 S,R,San Antonio,Bexar,TX,78218,US,US/Central,KSAT,2020-02-23 06:51:00,55.0,55.0,80.0,29.2,10.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
877315,A-3600612,2,2020-03-25 21:15:23,2020-03-25 21:45:23,30.24658,-97.75637,30.24658,-97.75637,0.0,At Oltorf St - Accident.,1900.0, S 1st St,R,Austin,Travis,TX,78704-4254,US,US/Central,KATT,2020-03-25 20:51:00,79.0,0.0,69.0,29.13,10.0,0,0.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
982376,A-3705703,3,2020-01-29 09:13:04,2020-01-29 09:41:52,29.71153,-95.20625,29.7127,-95.19299,0.8,At Red Bluff Rd/Tatar St - Accident. Two lanes blocked.,0.0,W Pasadena Fwy E,R,Pasadena,Harris,TX,77506,US,US/Central,KHOU,2020-01-29 08:53:00,49.0,43.0,69.0,29.97,10.0,NW,16.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866699,A-3589994,2,2020-03-20 14:56:56,2020-03-20 15:26:56,30.47694,-97.80725,30.47694,-97.80725,0.0,At Pecan Park Blvd - Accident.,2898.0, S Lakeline Blvd,L,Cedar Park,Williamson,TX,78613,US,US/Central,KRYW,2020-03-20 14:55:00,50.0,50.0,97.0,28.98,10.0,N,14.0,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
872417,A-3595714,3,2020-03-23 12:39:43,2020-03-23 13:24:43,29.71136,-95.20956,29.71136,-95.20956,0.0,At Shaver St/Main St - Accident. Right lane blocked.,0.0,W Pasadena Fwy W,R,Pasadena,Harris,TX,77506,US,US/Central,KHOU,2020-03-23 12:53:00,83.0,83.0,60.0,30.02,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
869618,A-3592915,3,2020-03-22 22:04:21,2020-03-22 22:39:19,32.81476,-96.64493,32.81476,-96.64493,0.0,At Gus Thomasson Rd/Exit 56 - Accident. Two lanes blocked.,0.0,I-30 W,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-03-22 21:55:00,58.0,58.0,100.0,29.6,2.0,SSE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
971237,A-3694564,2,2020-01-20 15:40:42,2020-01-20 16:09:01,30.34037,-95.4273,30.34046,-95.42773,0.026,At FM-3083/Beach Airport Rd - Accident. Broken down heavy truck.,1500.0, N Loop 336 E,L,Conroe,Montgomery,TX,77301-1538,US,US/Central,KCXO,2020-01-20 15:53:00,60.0,60.0,30.0,30.21,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
993737,A-3717064,3,2020-02-07 02:36:05,2020-02-07 03:04:37,32.65689,-96.88434,32.65113,-96.87103,0.871,At US-67/Exit 464 - Accident.,7406.0, S Westmoreland Rd,L,Dallas,Dallas,TX,75237-3308,US,US/Central,KRBD,2020-02-07 02:53:00,38.0,34.0,55.0,29.02,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
970508,A-3693835,3,2020-01-19 19:22:39,2020-01-19 19:51:48,29.75181,-95.45576,29.74959,-95.45611,0.155,At San Felipe Rd/Exit 9 - Accident.,0.0,I-610 S,R,Houston,Harris,TX,77027,US,US/Central,KMCJ,2020-01-19 18:53:00,54.0,54.0,33.0,30.38,10.0,NE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
866659,A-3589954,2,2020-03-20 13:22:57,2020-03-20 14:07:57,29.88675,-95.54934,29.88675,-95.54934,0.0,At US-290 - Accident. Hard shoulder blocked.,0.0,W Sam Houston Tollway S,R,Houston,Harris,TX,77040,US,US/Central,KDWH,2020-03-20 13:33:00,67.0,67.0,87.0,30.05,0.75,VAR,3.0,0.18,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
882845,A-3606145,2,2020-03-28 17:47:04,2020-03-28 18:47:04,29.5279,-98.48363,29.5279,-98.48363,0.0,At US-281/E Ramsey Rd - Accident.,0.0,Jones Maltsberger Rd,R,San Antonio,Bexar,TX,78216,US,US/Central,KSAT,2020-03-28 17:51:00,77.0,77.0,22.0,29.04,10.0,NNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
963720,A-3687047,4,2020-01-15 21:15:09,2020-01-15 21:44:44,32.86715,-96.53945,32.86485,-96.54431,0.324,Closed at Chaha Rd/Exit 62 - Road closed due to accident.,0.0,US-67 S,R,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2020-01-15 21:15:00,68.0,68.0,74.0,29.68,10.0,N,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
971235,A-3694562,3,2020-01-20 13:42:10,2020-01-20 14:10:44,33.11783,-97.03164,33.10786,-97.02789,0.722,At Denton Dr/Exit 457 - Accident. Two lanes blocked.,0.0,I-35E S,R,Lake Dallas,Denton,TX,75065,US,US/Central,KDTO,2020-01-20 13:53:00,53.0,53.0,35.0,29.82,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
851463,A-3574750,4,2020-03-11 18:55:33,2020-03-11 19:25:22,30.11366,-94.14157,30.13821,-94.17297,2.53,Closed between Lucas Dr and TX-105 - Road closed due to accident.,0.0,US-287 N,R,Beaumont,Jefferson,TX,77703,US,US/Central,KBMT,2020-03-11 18:55:00,73.0,73.0,82.0,29.97,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
960575,A-3683902,3,2020-01-13 14:44:29,2020-01-13 15:13:52,32.81447,-96.62843,32.80927,-96.62767,0.362,At Town East Blvd/Exit 7 - Accident.,0.0,I-635 S,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-01-13 14:50:00,61.0,61.0,77.0,29.61,10.0,SE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866814,A-3590109,2,2020-03-20 20:38:42,2020-03-20 21:28:40,30.31131,-97.70936,30.31131,-97.70936,0.0,At 51st St/Cameron Rd/Exit 237 - Accident. Left lane blocked.,0.0,I-35 N,R,Austin,Travis,TX,78723,US,US/Central,KATT,2020-03-20 20:51:00,54.0,54.0,77.0,29.6,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
881634,A-3604933,1,2020-03-27 17:04:32,2020-03-27 17:49:32,31.75453,-106.49241,31.75453,-106.49241,0.0,At W Yandell Dr - Accident.,501.0, W Paisano Dr,R,El Paso,El Paso,TX,79901,US,US/Mountain,KELP,2020-03-27 16:41:00,73.0,73.0,13.0,25.83,5.0,SSW,21.0,0.0,Blowing Dust / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
848599,A-3571883,3,2020-03-09 20:15:00,2020-03-09 20:42:54,32.91519,-96.74126,32.91205,-96.73666,0.344,At Abrams Rd/Exit 17 - Accident.,0.0,LBJ Fwy E,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-09 19:47:00,70.0,70.0,73.0,29.39,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
885733,A-3609033,3,2020-03-30 07:19:37,2020-03-30 07:54:35,32.93497,-96.75213,32.93497,-96.75213,0.0,At US-75/Central Expy (South) - Accident. Two lanes blocked.,0.0,US-75 N,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-30 07:47:00,61.0,61.0,72.0,29.41,10.0,E,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
956855,A-3680182,3,2020-01-10 13:08:26,2020-01-10 13:36:20,32.90154,-96.8979,32.91288,-96.89765,0.784,At I-635/Exit 440 - Accident.,0.0,Stemmons Fwy N,R,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2020-01-10 12:53:00,69.0,69.0,84.0,29.23,5.0,SSE,9.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
858110,A-3581399,2,2020-03-16 11:22:18,2020-03-16 11:51:01,32.94905,-97.0323,32.94931,-97.03295,0.042,At TX-121/Bass Pro Dr/Exit 36 - Accident.,0.0,I-635 W,R,Dallas,Dallas,TX,75261,US,US/Central,KDFW,2020-03-16 11:25:00,58.0,58.0,90.0,29.52,8.0,ESE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
882785,A-3606085,3,2020-03-28 04:21:00,2020-03-28 04:36:00,29.38563,-98.5536,29.38563,-98.5536,0.0,At Cupples Rd - Accident.,0.0,General Hudnell Dr N,R,San Antonio,Bexar,TX,78226,US,US/Central,KSKF,2020-03-28 04:11:00,73.0,73.0,83.0,28.99,10.0,SE,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
956845,A-3680172,3,2020-01-10 09:20:24,2020-01-10 09:48:01,29.71491,-95.26631,29.70674,-95.27236,0.671,At TX-225/Exit 30 - Fuel spillage accident.,0.0,I-610 S,R,Houston,Harris,TX,77012,US,US/Central,KHOU,2020-01-10 08:53:00,72.0,72.0,84.0,29.9,9.0,SSE,20.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1023605,A-3746943,2,2020-01-05 13:30:33,2020-01-05 13:59:57,32.65581,-97.06186,32.66713,-97.06252,0.783,At Green Oaks Blvd/Kingswood Blvd - Accident.,0.0,TX-360 N,R,Arlington,Tarrant,TX,76018,US,US/Central,KGKY,2020-01-05 13:53:00,72.0,72.0,23.0,29.51,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
959374,A-3682701,3,2020-01-12 02:51:11,2020-01-12 03:20:35,29.73046,-95.41911,29.73092,-95.40242,1.002,At Greenbriar Dr/Shepherd Dr - Accident.,0.0,US-59 N,R,Houston,Harris,TX,77098,US,US/Central,KMCJ,2020-01-12 02:53:00,41.0,37.0,79.0,30.16,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
956852,A-3680179,2,2020-01-10 10:45:08,2020-01-10 11:14:00,30.480015,-97.673733,30.480015,-97.673733,0.0,At FM-1325/Exit 250 - Accident.,0.0,I-35 N,R,Round Rock,Travis,TX,78664,US,US/Central,KEDC,2020-01-10 10:35:00,72.0,72.0,78.0,29.19,8.0,SSE,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
882790,A-3606090,3,2020-03-28 08:42:21,2020-03-28 09:12:21,29.83203,-95.17544,29.83203,-95.17544,0.0,At US-90/Crosby Fwy - Accident. Left lane blocked.,0.0,E Sam Houston Tollway S,R,Houston,Harris,TX,77049,US,US/Central,KHOU,2020-03-28 08:53:00,76.0,76.0,79.0,29.78,10.0,S,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
998781,A-3722108,3,2020-02-11 14:59:23,2020-02-11 15:28:53,32.64206,-96.81208,32.64208,-96.80202,0.585,At Houston School Rd/Exit 468 - Accident.,0.0,LBJ Fwy E,R,Lancaster,Dallas,TX,75134,US,US/Central,KLNC,2020-02-11 14:55:00,43.0,39.0,93.0,29.6,7.0,N,7.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
